snapshot,MV1.101-LV1.101-Trafo 1
2023-08-30 00:00:00,0.9806306637577222
2023-08-30 00:15:00,0.9024755568324849
2023-08-30 00:30:00,0.9950872689159951
2023-08-30 00:45:00,0.8854087795695875
2023-08-30 01:00:00,0.8203199593681632
2023-08-30 01:15:00,0.6805999081198877
2023-08-30 01:30:00,0.5878940772892349
2023-08-30 01:45:00,0.513995175895019
2023-08-30 02:00:00,0.5676281244336678
2023-08-30 02:15:00,0.4224297387452225
2023-08-30 02:30:00,0.534528537472454
2023-08-30 02:45:00,0.5808541786743149
2023-08-30 03:00:00,0.41078972076959985
2023-08-30 03:15:00,0.46941928010852507
2023-08-30 03:30:00,0.43710481211832075
2023-08-30 03:45:00,0.49720814951996317
2023-08-30 04:00:00,0.3632377916650853
2023-08-30 04:15:00,0.37896662492087785
2023-08-30 04:30:00,0.4875269809862459
2023-08-30 04:45:00,0.4337103881807991
2023-08-30 05:00:00,0.44802483887835365
2023-08-30 05:15:00,0.4927814503604111
2023-08-30 05:30:00,0.4030514978663291
2023-08-30 05:45:00,0.4938472362701418
2023-08-30 06:00:00,0.45757596381974963
2023-08-30 06:15:00,0.17013885933124584
2023-08-30 06:30:00,0.22847995767236284
2023-08-30 06:45:00,0.5101025628778189
2023-08-30 07:00:00,0.904285915495251
2023-08-30 07:15:00,0.9875391558605884
2023-08-30 07:30:00,1.1571912728639688
2023-08-30 07:45:00,1.3810903881621073
2023-08-30 08:00:00,1.4438624240298736
2023-08-30 08:15:00,1.7491769243117972
2023-08-30 08:30:00,1.8189939017440793
2023-08-30 08:45:00,2.012721245733786
2023-08-30 09:00:00,2.022260425244866
2023-08-30 09:15:00,2.0790575218147467
2023-08-30 09:30:00,2.1488580765924326
2023-08-30 09:45:00,2.1474287109043644
2023-08-30 10:00:00,2.177855098827166
2023-08-30 10:15:00,2.003025452428915
2023-08-30 10:30:00,1.968617536052193
2023-08-30 10:45:00,1.9375216065489553
2023-08-30 11:00:00,2.0563380010207766
2023-08-30 11:15:00,2.1136229693333064
2023-08-30 11:30:00,2.151075396399449
2023-08-30 11:45:00,2.3638590571569296
2023-08-30 12:00:00,2.3216583298753335
2023-08-30 12:15:00,2.1772293466202086
2023-08-30 12:30:00,1.9297270310208603
2023-08-30 12:45:00,1.7437921753170826
2023-08-30 13:00:00,1.6416028610565547
2023-08-30 13:15:00,1.4520776888905118
2023-08-30 13:30:00,1.1083975548805824
2023-08-30 13:45:00,1.0068354537662572
2023-08-30 14:00:00,0.6598971933490816
2023-08-30 14:15:00,0.8389745831364337
2023-08-30 14:30:00,0.5825128047125361
2023-08-30 14:45:00,0.6477898067359433
2023-08-30 15:00:00,0.985688162194549
2023-08-30 15:15:00,0.35554351946842644
2023-08-30 15:30:00,0.5017142835188793
2023-08-30 15:45:00,0.3978330555682419
2023-08-30 16:00:00,0.17542026274625755
2023-08-30 16:15:00,0.03237458515471303
2023-08-30 16:30:00,0.18004863750860522
2023-08-30 16:45:00,0.597759723528668
2023-08-30 17:00:00,0.332856109872921
2023-08-30 17:15:00,0.3928106354759109
2023-08-30 17:30:00,0.521429820828132
2023-08-30 17:45:00,0.3679552033180755
2023-08-30 18:00:00,0.09916389388266111
2023-08-30 18:15:00,0.46605888857143896
2023-08-30 18:30:00,0.562078977477114
2023-08-30 18:45:00,0.15875549149797052
2023-08-30 19:00:00,0.4992267090887026
2023-08-30 19:15:00,0.3922768220512296
2023-08-30 19:30:00,0.13725734983665916
2023-08-30 19:45:00,0.04732240199075477
2023-08-30 20:00:00,0.4159702155619982
2023-08-30 20:15:00,0.07732859155836991
2023-08-30 20:30:00,0.12085346218128734
2023-08-30 20:45:00,0.7461935727999958
2023-08-30 21:00:00,0.6775319520284029
2023-08-30 21:15:00,0.8347800119284443
2023-08-30 21:30:00,1.0385367766031095
2023-08-30 21:45:00,1.0173186662132139
2023-08-30 22:00:00,0.9580780038855607
2023-08-30 22:15:00,0.8521970414049918
2023-08-30 22:30:00,1.1184414024882017
2023-08-30 22:45:00,1.246884152372445
2023-08-30 23:00:00,0.9812550805510512
2023-08-30 23:15:00,1.0178884977155178
2023-08-30 23:30:00,0.8075220723331711
2023-08-30 23:45:00,0.671971956724633
